PitchType,Batter,HomePlate_X,HomePlate_Y,Zone,hit_location,bb_type,balls,strikes,spray_angle,adjusted_spray_angle,x_loc,y_loc,launch_speed,launch_angle,play,swing,babip_value,woba_value,woba_denom
Curve,Left,0.80000000000000004,-0.59999999999999998,11,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1.3,1.1000000000000001,4,,,3,1,,,,,,,0,1,,,
Changeup,Left,-1.5,0.5,11,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3999999999999999,12,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,12,,,0,1,,,,,,,0,0,,,
Changeup,Left,-1.3999999999999999,0.29999999999999999,11,,,0,0,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-1,7,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.3,11,,,2,2,,,,,,,0,0,,,
Slider,Left,0.5,0.10000000000000001,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.2,11,,,1,1,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-0.20000000000000001,8,,,1,0,,,,,,,0,0,,,
Curve,Left,1,-0.59999999999999998,11,,,0,0,,,,,,,0,0,,,
Slider,Right,0.5,0.59999999999999998,14,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.1000000000000001,1.6000000000000001,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.3,6,,,1,1,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.80000000000000004,4,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,0.80000000000000004,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.3,3,3,Ground Ball,3,2,37.700000000000003,37.700000000000003,67.200000000000003,87.400000000000006,97,1,1,1,0,0,1
Changeup,Right,-1.3,0.59999999999999998,13,,,2,2,,,,,,,0,0,,,
Slider,Right,0.29999999999999999,0.29999999999999999,2,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1,2,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.1000000000000001,11,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.40000000000000002,1.2,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.3,1,10,Fly Ball,2,2,25.5,25.5,181.80000000000001,380.10000000000002,106,22,1,1,0,2,1
Four-Seam Fastball,Right,-1.1000000000000001,1.3,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,5,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.3999999999999999,3,,,1,0,,,,,,,0,1,,,
Curve,Right,0.90000000000000002,-1.1000000000000001,14,,,0,0,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-1.2,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Right,0.5,-0.10000000000000001,14,,,1,2,,,,,,,0,1,,,
Slider,Right,0.5,-0.20000000000000001,14,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.1000000000000001,11,,,1,1,,,,,,,0,1,,,
Curve,Right,0.5,-1.2,13,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1,1,,,0,0,,,,,,,0,0,,,
Curve,Right,0.40000000000000002,-1.3,9,6,Ground Ball,0,2,-20.5,-20.5,-42.299999999999997,117.8,71,-4,1,1,0,0,1
Four-Seam Fastball,Right,-1.3,1.3999999999999999,3,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.6000000000000001,9,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.2,6,6,Popup,0,2,-17.100000000000001,17.100000000000001,-40,135.59999999999999,79,65,1,1,0,0,1
Slider,Left,0.20000000000000001,0.5,9,,,0,1,,,,,,,0,1,,,
Slider,Left,0.29999999999999999,0.80000000000000004,14,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.6000000000000001,6,,Line Drive,1,0,47.5,47.5,184.5,169.90000000000001,90,15,1,1,1,1.25,1
Curve,Right,0.80000000000000004,-1,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.7,2,9,Fly Ball,2,2,17.899999999999999,17.899999999999999,89,274.80000000000001,78,31,1,1,0,0,1
Four-Seam Fastball,Right,-1.2,1.2,9,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.5,6,,,2,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.90000000000000002,11,,,1,0,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.69999999999999996,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.5,6,5,Popup,1,0,-85.599999999999994,85.599999999999994,-72.599999999999994,7.4000000000000004,80,69,1,1,0,0,1
Curve,Left,0.80000000000000004,-1,14,,,0,0,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.80000000000000004,1,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.3,1.5,11,,,3,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,3,,,3,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.3999999999999999,13,,,2,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.59999999999999998,14,,,1,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.40000000000000002,11,,,0,0,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.29999999999999999,1,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.8,12,,,2,2,,,,,,,0,0,,,
Curve,Left,1,-0.5,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3,11,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.1000000000000001,7,,,1,1,,,,,,,0,1,,,
Slider,Left,0.5,0.59999999999999998,9,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,1.2,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.5,1.3999999999999999,11,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1.2,1.6000000000000001,5,,,3,1,,,,,,,0,1,,,
Curve,Left,1.2,-1,11,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.7,13,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.6000000000000001,12,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,13,,,0,0,,,,,,,0,0,,,
Slider,Right,0.29999999999999999,0.69999999999999996,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Right,0.5,0.80000000000000004,14,,,0,2,,,,,,,0,0,,,
Curve,Right,0.5,-0.20000000000000001,5,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.5,11,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.3999999999999999,13,,,0,0,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-0.59999999999999998,8,9,Line Drive,3,2,19.699999999999999,-19.699999999999999,116,323.39999999999998,103,19,1,1,1,1.25,1
Four-Seam Fastball,Left,-0.90000000000000002,1.3999999999999999,12,,,2,2,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.69999999999999996,5,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1,11,,,2,2,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-0.5,8,,,2,2,,,,,,,0,1,,,
Curve,Left,0.5,-0.29999999999999999,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.6000000000000001,14,,,1,1,,,,,,,0,0,,,
Slider,Left,0.5,0.80000000000000004,14,,,0,1,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-0.5,8,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.2,1,7,Line Drive,2,0,-18,18,-88.700000000000003,277.39999999999998,103,9,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-1.2,1.3999999999999999,14,,,1,0,,,,,,,0,0,,,
Slider,Left,0.10000000000000001,0.59999999999999998,12,,,0,0,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-0.69999999999999996,9,2,,2,2,,,,,,,0,0,0,0,1
Four-Seam Fastball,Right,-1.5,1.5,4,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,11,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.5,6,,,2,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,12,,,1,0,,,,,,,0,0,,,
Slider,Right,0.59999999999999998,0.69999999999999996,3,,,0,0,,,,,,,0,0,,,
Curve,Right,0.69999999999999996,-0.69999999999999996,8,2,,0,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-1.3,1.5,8,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.5,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.6000000000000001,5,2,,0,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.5,1.2,8,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.5,1.1000000000000001,9,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.6000000000000001,0.90000000000000002,4,8,Line Drive,2,0,-10.4,10.4,-61.899999999999999,343.69999999999999,102,14,1,1,1,1.25,1
Four-Seam Fastball,Left,-1.3,1.3,13,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,12,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.80000000000000004,11,7,Line Drive,1,0,-25.300000000000001,25.300000000000001,-133.5,286.60000000000002,94,19,1,1,0,0,1
Curve,Left,0.59999999999999998,-0.29999999999999999,9,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.3,8,6,Ground Ball,2,2,-19.399999999999999,-19.399999999999999,-37.200000000000003,110.2,104,-6,1,1,0,0,1
Curve,Right,0.59999999999999998,-0.69999999999999996,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.5,1.3999999999999999,2,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.2,1.2,14,,,1,1,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.69999999999999996,9,,,1,0,,,,,,,0,1,,,
Curve,Right,0.69999999999999996,-0.69999999999999996,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3999999999999999,1.3999999999999999,1,4,Ground Ball,2,1,27.899999999999999,-27.899999999999999,59,111.5,101,5,1,1,0,0,1
Changeup,Left,-1.3999999999999999,0.59999999999999998,13,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.3999999999999999,11,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.3,14,,,3,0,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1,1.3999999999999999,14,,,2,0,,,,,,,0,0,,,
Slider,Left,-0.20000000000000001,0.40000000000000002,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.7,1.3,14,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.6000000000000001,0.5,7,1,Ground Ball,0,0,-24.199999999999999,24.199999999999999,-10.6,27.699999999999999,82,-21,1,1,0,0,1
Slider,Right,0.40000000000000002,0.90000000000000002,6,5,Ground Ball,3,2,-42.100000000000001,-42.100000000000001,-75.200000000000003,86.099999999999994,57,-18,1,1,0,0,1
Slider,Right,0.5,0.20000000000000001,12,,,2,2,,,,,,,0,0,,,
Changeup,Right,-1.3999999999999999,0.90000000000000002,4,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3,1.5,2,,,2,2,,,,,,,0,1,,,
Slider,Right,0.29999999999999999,0.90000000000000002,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.2,1.6000000000000001,1,,,1,2,,,,,,,0,1,,,
Curve,Right,0.59999999999999998,-0.5,8,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.3999999999999999,1.3,12,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.8,7,,,0,1,,,,,,,0,1,,,
Slider,Right,0,0.90000000000000002,9,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.3,1.3,6,7,Fly Ball,0,0,-30,30,-98,173.69999999999999,89,39,1,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,7,Line Drive,1,0,-15.6,15.6,-92.299999999999997,336.80000000000001,100,17,1,1,1,1.25,1
Four-Seam Fastball,Left,-1.3,1.5,13,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.40000000000000002,4,6,Ground Ball,1,1,-4.4000000000000004,4.4000000000000004,-7.5999999999999996,114.09999999999999,63,-38,1,1,0,0,1
Changeup,Left,-1.3,0.69999999999999996,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,7,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,5,3,Line Drive,0,0,39.799999999999997,-39.799999999999997,74.400000000000006,89.799999999999997,95,10,1,1,0,0,1
Slider,Right,0.29999999999999999,0.40000000000000002,14,6,Ground Ball,2,1,-5.0999999999999996,-5.0999999999999996,-10.5,130.80000000000001,70,-26,1,1,0,0,1
Slider,Right,0.29999999999999999,0.90000000000000002,14,,,2,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.1000000000000001,3,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.3,1.3,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.3999999999999999,6,9,Fly Ball,2,2,25.699999999999999,-25.699999999999999,139,288.30000000000001,83,37,1,1,0,0,1
Slider,Left,0.29999999999999999,0.69999999999999996,11,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3999999999999999,11,,,2,1,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-0.80000000000000004,13,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.5,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.2,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.3,13,7,Fly Ball,3,1,-33.799999999999997,33.799999999999997,-163.30000000000001,246.90000000000001,82,31,1,1,0,0,1
Four-Seam Fastball,Left,-1,1.3999999999999999,12,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.3,1.3,7,,,2,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.5,1.3,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3999999999999999,13,,,0,0,,,,,,,0,0,,,
Slider,Left,0.59999999999999998,0.5,6,9,Line Drive,1,1,44.700000000000003,-44.700000000000003,190.90000000000001,193.90000000000001,96,17,1,1,1,1.25,1
Slider,Left,0.20000000000000001,0.59999999999999998,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.3999999999999999,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.3,3,9,Line Drive,2,2,28.5,28.5,111,204.30000000000001,87,11,1,1,1,0.90000000000000002,1
Curve,Right,0.90000000000000002,-1,1,,,2,2,,,,,,,0,1,,,
Curve,Right,0.90000000000000002,-1,14,,,1,2,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-1.2,14,,,0,2,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.59999999999999998,4,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.6000000000000001,7,,,0,0,,,,,,,0,0,,,
Slider,Left,0.40000000000000002,0.69999999999999996,2,9,Ground Ball,2,0,30.5,-30.5,135.90000000000001,231,101,0,1,1,1,0.90000000000000002,1
Curve,Left,0.69999999999999996,-0.69999999999999996,11,,,1,0,,,,,,,0,0,,,
Curve,Left,1.1000000000000001,-0.69999999999999996,13,,,0,0,,,,,,,0,0,,,
Slider,Left,-0.29999999999999999,1,5,3,Ground Ball,0,1,41.600000000000001,-41.600000000000001,72.5,82.299999999999997,72,-22,1,1,0,0,1
Slider,Left,0.40000000000000002,0.5,6,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.5,13,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-0.90000000000000002,1.3999999999999999,11,,,3,2,,,,,,,0,1,,,
Slider,Left,0.10000000000000001,0.80000000000000004,14,,,2,2,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.80000000000000004,6,,,2,1,,,,,,,0,1,,,
Curve,Left,1.1000000000000001,-1,11,,,1,1,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.40000000000000002,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.5,2,,,0,0,,,,,,,0,0,,,
Curve,Right,0.59999999999999998,-0.5,1,4,Ground Ball,0,0,7.5,7.5,19.100000000000001,138.69999999999999,97,-10,1,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.1000000000000001,6,5,Ground Ball,0,0,-24.399999999999999,24.399999999999999,-14.800000000000001,36.700000000000003,,,1,1,1,0.90000000000000002,
Four-Seam Fastball,Left,-1.1000000000000001,1.2,2,8,Line Drive,3,2,14,-14,80.700000000000003,320.39999999999998,106,15,1,1,1,1.25,1
Four-Seam Fastball,Left,-0.69999999999999996,1.1000000000000001,2,,,3,1,,,,,,,0,1,,,
Changeup,Left,-1.6000000000000001,0.69999999999999996,11,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.1000000000000001,6,,,1,0,,,,,,,0,1,,,
Curve,Left,1,-1,13,,,0,0,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.40000000000000002,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Curve,Left,1.2,-1.3999999999999999,14,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.3999999999999999,4,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.2,11,,,1,2,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.59999999999999998,3,,,1,1,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.20000000000000001,12,,,0,1,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-0.90000000000000002,7,,,0,0,,,,,,,0,0,,,
Slider,Left,0,0.69999999999999996,6,10,Fly Ball,1,2,41.600000000000001,-41.600000000000001,260.80000000000001,294.39999999999998,98,23,1,1,0,2,1
Slider,Left,0.20000000000000001,0.5,13,,,0,2,,,,,,,0,0,,,
Slider,Left,0.69999999999999996,0.80000000000000004,4,,,0,1,,,,,,,0,1,,,
Curve,Left,0.80000000000000004,-0.80000000000000004,4,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.3999999999999999,11,4,Popup,3,2,14.5,14.5,31.600000000000001,120.2,56,58,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.3,11,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.59999999999999998,1.7,11,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.59999999999999998,1.5,3,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.5,9,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.6000000000000001,12,,,0,0,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-1,2,7,Line Drive,1,2,-28.699999999999999,28.699999999999999,-137.59999999999999,255.40000000000001,90,20,1,1,0,0,1
Curve,Left,1.1000000000000001,-1.1000000000000001,11,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,12,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.7,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,2,7,Fly Ball,1,1,-39.100000000000001,39.100000000000001,-191.19999999999999,238.40000000000001,83,43,1,1,0,0,1
Slider,Left,0.40000000000000002,0.59999999999999998,6,,,1,0,,,,,,,0,1,,,
Slider,Left,-0.40000000000000002,0.59999999999999998,14,,,0,0,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.5,3,6,Popup,2,2,-13.4,13.4,-37.299999999999997,162.90000000000001,75,62,1,1,0,0,1
Four-Seam Fastball,Left,-0.69999999999999996,1.3999999999999999,12,,,1,2,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.59999999999999998,14,,,1,1,,,,,,,0,1,,,
Slider,Left,0.29999999999999999,0.59999999999999998,3,,,1,0,,,,,,,0,0,,,
Slider,Left,0.40000000000000002,0.69999999999999996,14,,,0,0,,,,,,,0,0,,,
Slider,Right,-0.20000000000000001,0.90000000000000002,6,6,Ground Ball,1,2,-21.399999999999999,-21.399999999999999,-51,135,97,2,1,1,1,0.90000000000000002,1
Slider,Right,-0.10000000000000001,0.5,14,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.59999999999999998,1.2,11,,,1,1,,,,,,,0,1,,,
Curve,Right,0.90000000000000002,-0.69999999999999996,1,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.5,9,,,0,0,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-0.5,5,9,Ground Ball,1,2,29.899999999999999,-29.899999999999999,141.90000000000001,246.80000000000001,96,-11,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-0.80000000000000004,1.8999999999999999,11,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3,5,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,1,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.1000000000000001,11,,,3,1,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-0.69999999999999996,1.3,9,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3,3,,,1,1,,,,,,,0,0,,,
Changeup,Left,-1,0.5,11,,,1,0,,,,,,,0,0,,,
Changeup,Left,-1.2,0.69999999999999996,13,,,0,0,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-1,8,10,Line Drive,2,2,36.399999999999999,-36.399999999999999,225.09999999999999,306.30000000000001,103,24,1,1,0,2,1
Slider,Left,0.10000000000000001,1,6,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.3,2,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.2,12,,,2,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,2,,,0,0,,,,,,,0,1,,,
Slider,Right,0.29999999999999999,0.59999999999999998,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-0.69999999999999996,1.5,11,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.3999999999999999,12,,,1,2,,,,,,,0,0,,,
Slider,Right,0.29999999999999999,0.69999999999999996,14,,,1,2,,,,,,,0,1,,,
Slider,Right,0.29999999999999999,0.20000000000000001,14,,,0,2,,,,,,,0,0,,,
Slider,Right,0.5,0.5,2,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.7,12,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,11,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.6000000000000001,5,,,0,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.59999999999999998,5,4,Popup,0,0,29.800000000000001,29.800000000000001,80,139.90000000000001,81,62,1,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.5,6,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-0.69999999999999996,1.8,2,,,3,1,,,,,,,0,1,,,
Slider,Left,0.69999999999999996,0.90000000000000002,14,,,2,1,,,,,,,0,0,,,
Changeup,Left,-0.90000000000000002,0.59999999999999998,13,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,11,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.3999999999999999,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,12,3,Ground Ball,1,1,47.5,-47.5,89.799999999999997,83.200000000000003,78,-25,1,1,0,0,1
Curve,Left,0.90000000000000002,-0.69999999999999996,13,,,1,0,,,,,,,0,0,,,
Curve,Left,0.40000000000000002,-0.40000000000000002,13,,,0,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.69999999999999996,14,3,Ground Ball,0,1,37.799999999999997,37.799999999999997,38.799999999999997,50.399999999999999,43,-31,1,1,0,0,1
Four-Seam Fastball,Right,-1,1.8,2,,,0,0,,,,,,,0,1,,,
Slider,Left,0.10000000000000001,0.59999999999999998,3,2,,1,2,,,,,,,0,1,0,0,1
Curve,Left,0.80000000000000004,-0.90000000000000002,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.59999999999999998,1.7,12,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,2,,,0,0,,,,,,,0,0,,,
Slider,Right,0.59999999999999998,0.69999999999999996,2,8,Line Drive,2,1,-4.5,-4.5,-22.100000000000001,293.89999999999998,98,9,1,1,1,0.90000000000000002,1
Slider,Right,0.29999999999999999,0.69999999999999996,14,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.7,13,,,0,1,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.90000000000000002,2,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.8,1,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1.2,1.5,11,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,2,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.5,7,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.3,4,1,Line Drive,1,1,13.800000000000001,13.800000000000001,13,50.600000000000001,80,7,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.3999999999999999,1,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1.1000000000000001,1.3,1,,,0,0,,,,,,,0,0,,,
